BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,CurrentFloor,TotalFloors,Year
1,3500,180,2,601,2,2,1,1,2,0.0,2.0,2022
3,25000,140,1,835,2,1,0,2,0,0.0,3.0,2022
1,9000,450,1,1916,2,1,1,1,2,1.0,4.0,2022
3,90000,2500,1,1388,2,1,1,3,0,1.0,3.0,2022
1,22000,720,1,1823,2,2,1,1,2,3.0,3.0,2022
2,12000,400,1,2200,2,2,0,1,0,2.0,4.0,2022
2,11000,450,1,2039,2,2,0,1,2,1.0,4.0,2022
1,20000,250,1,1413,2,1,1,1,2,1.0,1.0,2022
4,260000,3000,2,1731,2,1,1,5,0,4.0,4.0,2022
2,11000,550,1,1382,2,2,0,2,0,3.0,5.0,2022
2,10000,450,1,1486,2,2,1,1,2,3.0,4.0,2022
3,60000,2500,1,1749,2,2,0,3,0,2.0,3.0,2022
4,350000,800,2,663,2,2,1,4,0,1.0,4.0,2022
2,16000,100,2,1695,2,2,0,2,2,3.0,3.0,2022
1,16000,400,1,1910,2,0,0,1,2,2.0,3.0,2022
2,12000,750,1,531,2,1,0,2,2,1.0,3.0,2022
1,8000,400,1,1102,2,1,1,1,0,1.0,4.0,2022
3,14000,1100,1,531,2,1,1,2,0,0.0,3.0,2022
1,14900,450,1,1690,2,0,1,1,2,0.0,5.0,2022
2,15000,850,1,1694,2,2,1,2,2,3.0,3.0,2022
3,10000,600,1,1102,2,1,1,1,0,3.0,4.0,2022
2,40000,750,1,1398,2,2,1,2,0,1.0,4.0,2022
1,9000,500,1,1369,2,1,0,1,0,1.0,4.0,2022
1,7000,350,1,1102,2,1,1,1,0,2.0,4.0,2022
2,13500,623,1,601,2,0,1,1,2,2.0,3.0,2022
3,95000,2400,1,661,2,1,0,3,0,3.0,4.0,2022
1,20000,75,1,1193,2,2,1,1,0,2.0,4.0,2022
2,7500,450,1,1102,2,1,1,1,2,1.0,5.0,2022
2,9000,445,1,1468,2,2,1,2,2,4.0,4.0,2022
3,80000,300,1,661,2,0,0,3,0,1.0,3.0,2022
3,50000,1670,2,1271,2,1,1,3,2,3.0,4.0,2022
1,13000,550,1,1749,2,1,0,1,0,1.0,4.0,2022
1,12000,350,1,394,2,1,0,1,0,4.0,4.0,2022
2,16000,650,1,394,2,1,1,2,0,2.0,4.0,2022
2,13000,70,2,2096,2,1,1,1,2,1.0,3.0,2022
2,29000,100,1,1888,2,1,1,2,2,1.0,3.0,2022
3,18000,800,2,697,2,2,1,1,2,2.0,3.0,2022
2,8500,60,2,1331,2,2,1,1,2,2.0,2.0,2022
3,27000,2000,1,1019,2,1,1,2,2,1.0,3.0,2022
2,18000,600,1,139,2,2,1,2,2,1.0,4.0,2022
1,11500,450,1,300,2,1,0,1,2,3.0,4.0,2022
2,80000,2200,1,472,2,2,0,3,0,1.0,4.0,2022
2,15500,600,1,2174,2,2,0,2,2,1.0,4.0,2022
4,55000,2000,1,542,2,1,1,3,0,2.0,4.0,2022
2,20000,800,2,1193,2,1,1,2,2,3.0,4.0,2022
3,35000,170,1,415,2,2,1,2,0,4.0,4.0,2022
2,38000,150,1,1193,2,2,1,2,0,0.0,4.0,2022
2,16000,650,1,584,2,2,1,2,2,3.0,4.0,2022
3,50000,1250,1,417,2,1,1,3,0,2.0,4.0,2022
1,9500,600,2,394,2,1,1,2,2,2.0,4.0,2022
4,90000,2100,1,905,2,1,1,4,0,3.0,3.0,2022
1,10000,450,2,1690,2,2,0,1,2,3.0,4.0,2022
2,25000,100,1,1076,2,2,0,2,2,2.0,4.0,2022
1,30000,650,2,1075,2,0,1,1,2,3.0,4.0,2022
2,12000,48,2,1688,2,2,1,2,2,1.0,3.0,2022
2,16500,550,1,678,2,1,1,2,2,4.0,4.0,2022
1,4500,240,2,494,2,2,1,1,2,1.0,2.0,2022
2,30000,700,1,2060,2,1,0,2,2,3.0,3.0,2022
1,12000,48,2,1686,2,1,1,1,2,1.0,2.0,2022
2,23000,100,2,1220,2,2,1,2,2,0.0,3.0,2022
3,70000,1901,2,2030,2,1,1,3,2,9.0,11.0,2022
1,5500,50,1,1072,2,2,1,1,2,1.0,4.0,2022
3,35000,1300,1,459,2,1,0,3,0,3.0,4.0,2022
2,9000,145,2,1466,2,2,1,2,2,1.0,3.0,2022
2,22000,800,1,139,2,2,1,3,0,2.0,3.0,2022
3,35000,1100,2,915,2,1,1,4,2,1.0,3.0,2022
1,12000,450,2,539,2,1,1,1,2,2.0,2.0,2022
2,6000,300,1,853,2,2,1,1,2,3.0,4.0,2022
2,22000,1040,1,834,2,1,0,3,2,1.0,2.0,2022
1,5000,25,1,603,2,2,1,1,2,2.0,5.0,2022
2,20500,900,2,779,2,1,1,2,2,0.0,9.0,2022
2,7500,1100,2,306,2,2,1,1,2,3.0,4.0,2022
2,5500,380,2,1561,2,2,1,2,2,1.0,1.0,2022
3,25000,450,1,599,2,1,0,2,2,2.0,2.0,2022
1,13000,550,1,1078,2,1,0,1,0,3.0,4.0,2022
1,5000,180,2,1292,2,1,1,1,2,0.0,3.0,2022
3,40000,1650,1,459,2,1,1,2,2,1.0,3.0,2022
1,12500,250,2,784,2,0,1,1,2,1.0,5.0,2022
1,6000,400,1,1609,2,2,1,1,2,0.0,5.0,2022
2,15500,900,1,2129,2,1,1,2,0,0.0,3.0,2022
3,75000,1900,2,1193,2,0,1,3,2,2.0,3.0,2022
3,36000,892,1,618,2,2,1,2,2,2.0,4.0,2022
1,13000,400,1,395,2,1,0,1,0,0.0,4.0,2022
3,45000,100,1,1206,2,2,0,2,2,1.0,2.0,2022
2,2000,60,2,1639,2,2,1,1,2,1.0,1.0,2022
2,28000,80,2,835,2,1,1,2,2,1.0,5.0,2022
2,9000,450,1,1102,2,1,1,1,0,2.0,4.0,2022
1,12000,520,1,620,2,1,1,1,2,3.0,4.0,2022
1,13000,350,2,1696,2,0,1,1,2,1.0,5.0,2022
2,11000,600,1,168,2,1,0,2,2,2.0,3.0,2022
3,35000,950,1,963,2,0,0,2,0,1.0,4.0,2022
2,10000,450,1,1102,2,1,1,1,0,1.0,4.0,2022
1,20000,450,1,963,2,1,0,1,0,1.0,4.0,2022
2,25000,850,1,963,2,1,0,2,0,2.0,4.0,2022
1,8000,200,1,2200,2,2,0,1,0,3.0,4.0,2022
4,150000,3000,1,1731,2,1,1,4,0,1.0,4.0,2022
3,36000,1500,1,1169,2,1,1,3,2,2.0,3.0,2022
2,12000,700,2,1922,2,2,1,2,2,0.0,4.0,2022
1,8500,530,2,1468,2,2,1,1,2,0.0,3.0,2022
3,17000,800,1,2200,2,2,0,2,0,2.0,4.0,2022
1,7500,45,2,1102,2,1,1,1,2,1.0,5.0,2022
1,16000,900,2,914,2,0,1,1,2,3.0,4.0,2022
1,9000,450,2,1258,2,2,1,1,2,1.0,4.0,2022
2,8000,650,2,1660,2,2,1,1,2,1.0,4.0,2022
2,45000,900,2,1076,2,0,1,2,2,2.0,4.0,2022
2,27000,900,1,1597,2,0,1,2,2,4.0,4.0,2022
2,14000,120,2,531,2,1,1,2,2,1.0,4.0,2022
2,14000,600,1,2200,2,2,0,2,0,2.0,4.0,2022
2,14000,615,1,1102,2,2,1,2,2,2.0,4.0,2022
1,7500,225,1,954,2,1,1,1,2,0.0,2.0,2022
1,10000,800,1,1499,2,2,0,1,2,1.0,4.0,2022
1,7000,400,1,168,2,1,0,1,2,4.0,4.0,2022
1,25000,800,2,1292,2,0,1,2,2,4.0,5.0,2022
2,9000,60,2,1258,2,1,1,1,2,1.0,3.0,2022
3,22000,1000,2,997,2,2,1,2,2,1.0,24.0,2022
3,10000,75,2,1734,2,2,1,1,2,4.0,5.0,2022
3,11000,800,2,701,2,2,1,2,2,1.0,4.0,2022
1,12500,200,2,930,2,0,1,1,2,3.0,3.0,2022
3,15000,800,1,2200,2,2,0,2,0,2.0,4.0,2022
2,35000,80,2,930,2,2,1,2,2,1.0,3.0,2022
2,35000,900,2,1075,2,2,2,2,2,2.0,4.0,2022
2,52000,1125,2,1749,2,0,1,2,2,2.0,5.0,2022
3,15000,900,2,531,2,2,1,2,2,3.0,4.0,2022
2,32000,1100,1,1636,2,2,0,2,0,3.0,3.0,2022
1,11500,400,1,1078,2,2,1,1,0,2.0,4.0,2022
3,45000,713,1,1562,2,0,1,3,2,1.0,1.0,2022
2,16000,700,1,1817,2,2,0,1,0,4.0,4.0,2022
2,20000,1000,1,1047,2,1,1,2,2,2.0,3.0,2022
1,7000,54,2,1363,2,1,1,1,2,3.0,5.0,2022
3,85000,200,1,1847,2,2,0,3,0,3.0,3.0,2022
1,15000,200,2,446,2,0,1,1,2,4.0,4.0,2022
2,22000,800,2,394,2,0,1,2,2,3.0,3.0,2022
2,32000,1000,2,1076,2,2,1,2,2,1.0,3.0,2022
2,20000,500,1,2059,2,1,0,2,2,4.0,4.0,2022
1,35000,300,2,1636,2,1,1,1,2,3.0,5.0,2022
2,35000,900,1,1076,2,2,1,2,0,0.0,4.0,2022
3,65000,240,1,1749,2,2,1,3,0,1.0,4.0,2022
2,15000,650,1,575,2,1,1,2,2,0.0,3.0,2022
3,12000,950,1,1040,2,1,0,2,2,3.0,5.0,2022
1,8000,500,2,536,2,1,1,1,2,0.0,3.0,2022
1,11000,500,2,1467,2,1,1,1,2,2.0,5.0,2022
2,12000,450,2,1218,2,1,1,2,2,4.0,4.0,2022
4,140000,2800,1,1388,2,1,1,4,0,0.0,4.0,2022
2,24000,150,2,1502,2,1,1,1,2,1.0,2.0,2022
1,20000,400,1,1078,2,0,1,1,0,3.0,4.0,2022
3,16000,100,2,832,2,0,1,2,2,3.0,4.0,2022
1,15000,400,1,1078,2,1,1,1,0,3.0,4.0,2022
2,28500,900,1,1502,2,1,1,2,0,0.0,4.0,2022
3,30000,1350,2,2067,2,1,2,3,2,1.0,7.0,2022
1,16000,500,2,1102,2,1,1,1,2,1.0,4.0,2022
3,80000,1700,1,1847,2,0,0,3,0,1.0,4.0,2022
1,11000,400,1,1078,2,2,1,1,0,2.0,4.0,2022
2,21000,110,2,838,2,1,1,1,2,2.0,3.0,2022
3,10500,1200,2,1331,2,1,1,2,2,1.0,4.0,2022
2,15000,50,1,533,2,1,1,2,2,2.0,4.0,2022
3,16000,100,2,696,2,1,1,2,0,2.0,3.0,2022
2,45000,1000,2,902,2,0,1,2,2,2.0,3.0,2022
1,6000,63,2,1691,2,0,1,1,2,4.0,4.0,2022
3,40000,1800,2,2058,2,1,1,2,2,0.0,3.0,2022
2,36000,1440,1,416,2,1,0,2,0,2.0,3.0,2022
2,12000,55,2,2039,2,2,1,2,2,0.0,4.0,2022
3,45000,1500,1,1986,2,2,0,3,2,1.0,12.0,2022
2,20000,400,2,967,2,2,1,1,2,,,2022
3,10000,100,1,1046,2,0,1,2,2,1.0,4.0,2022
2,5000,500,2,1767,2,2,1,1,2,1.0,3.0,2022
2,8000,100,2,1697,2,2,1,2,2,0.0,3.0,2022
2,13000,455,2,442,2,2,1,1,2,1.0,4.0,2022
2,15000,80,1,103,2,1,1,1,2,3.0,4.0,2022
2,7500,450,2,342,2,2,1,1,2,0.0,2.0,2022
1,6000,400,2,1589,2,2,1,1,2,0.0,1.0,2022
4,100000,300,2,2058,2,2,1,4,2,1.0,3.0,2022
2,12000,700,2,1694,2,1,1,2,2,2.0,3.0,2022
2,10000,600,2,1276,2,1,1,2,2,4.0,5.0,2022
2,10000,800,2,292,2,1,1,2,2,2.0,3.0,2022
2,12000,950,2,371,2,2,1,2,2,2.0,3.0,2022
2,15000,450,2,1817,2,1,1,1,2,4.0,4.0,2022
1,10000,450,1,1604,2,2,1,1,2,1.0,3.0,2022
2,12000,68,2,2039,2,2,1,1,2,3.0,5.0,2022
2,14500,850,1,1637,2,2,1,2,0,2.0,4.0,2022
2,18500,1000,2,1039,2,1,1,2,2,3.0,4.0,2022
1,24000,600,1,1636,2,0,0,1,0,4.0,4.0,2022
2,11000,65,2,1382,2,2,1,1,2,0.0,4.0,2022
3,52000,1700,1,2058,2,1,0,3,0,1.0,1.0,2022
3,70000,1800,1,1077,2,1,1,3,0,0.0,4.0,2022
2,12000,1000,2,2039,2,1,1,1,2,3.0,4.0,2022
2,22000,900,1,1510,2,1,0,2,0,2.0,4.0,2022
4,200000,2300,2,1830,2,1,1,4,2,1.0,1.0,2022
2,20000,75,2,663,2,2,1,2,2,1.0,3.0,2022
3,45000,200,1,1505,2,1,0,3,0,1.0,4.0,2022
1,8000,200,1,2200,2,2,0,1,0,2.0,4.0,2022
1,8000,200,1,2200,2,2,0,1,0,2.0,4.0,2022
2,9500,450,1,1102,2,1,1,1,0,3.0,4.0,2022
2,25000,750,1,963,2,0,0,2,0,1.0,4.0,2022
2,12000,400,1,2200,2,2,0,1,0,1.0,4.0,2022
2,24000,84,1,1502,2,1,0,2,0,1.0,4.0,2022
2,27000,90,2,1701,2,2,1,2,2,2.0,3.0,2022
2,18000,90,2,1219,2,1,1,2,2,2.0,4.0,2022
2,17000,500,2,1075,2,1,1,2,2,1.0,3.0,2022
2,15000,75,2,34,2,2,1,2,2,4.0,5.0,2022
1,13000,512,1,1506,2,0,1,1,0,1.0,3.0,2022
3,70000,1500,1,2058,2,1,0,3,0,1.0,3.0,2022
1,14000,446,2,83,2,2,1,1,2,2.0,4.0,2022
3,32000,1100,2,592,2,1,1,2,2,4.0,5.0,2022
1,4000,125,2,1767,2,2,1,1,2,1.0,2.0,2022
3,100000,1800,2,618,2,0,1,3,2,3.0,5.0,2022
3,20000,1300,2,394,2,2,1,2,0,1.0,4.0,2022
3,30000,2000,2,151,2,1,2,2,2,7.0,10.0,2022
2,150000,1200,1,660,2,0,0,2,2,2.0,3.0,2022
3,19500,125,2,2039,2,2,0,2,2,1.0,4.0,2022
2,18000,730,1,139,2,2,1,2,0,2.0,3.0,2022
2,25000,160,1,517,2,1,1,2,2,3.0,3.0,2022
2,18000,1000,2,836,2,2,1,2,2,0.0,2.0,2022
1,10000,450,2,1502,2,0,1,1,2,1.0,5.0,2022
2,12000,75,2,1258,2,0,1,2,2,2.0,4.0,2022
3,25000,2000,2,961,2,1,0,3,0,1.0,3.0,2022
4,40000,2400,2,1560,2,2,0,3,0,4.0,4.0,2022
2,30000,1800,2,961,2,1,0,2,0,0.0,2.0,2022
3,29000,1800,2,1240,2,2,2,3,0,0.0,3.0,2022
3,35000,2200,2,1409,2,2,1,3,0,2.0,4.0,2022
3,21000,2200,1,2127,2,1,1,2,0,0.0,2.0,2022
3,31000,900,1,1934,2,1,1,2,0,3.0,4.0,2022
2,8000,75,2,394,2,2,1,1,2,2.0,4.0,2022
2,15500,75,2,1749,2,1,1,2,2,2.0,4.0,2022
3,32000,1800,1,592,2,1,1,3,0,3.0,4.0,2022
3,30000,160,1,1934,2,1,1,3,0,2.0,4.0,2022
4,42000,2700,1,1584,2,1,0,4,0,2.0,4.0,2022
3,20500,1050,1,1102,2,0,1,2,0,3.0,4.0,2022
3,60000,1800,2,1796,2,0,1,3,2,2.0,3.0,2022
2,95000,2700,2,661,2,0,1,2,0,1.0,3.0,2022
1,16000,499,1,418,2,1,2,1,2,2.0,3.0,2022
1,8500,450,1,1790,2,2,0,1,0,3.0,4.0,2022
1,14000,60,2,1499,2,2,1,1,2,3.0,4.0,2022
3,140000,2200,2,472,2,2,1,3,0,0.0,3.0,2022
2,8000,130,2,1624,2,2,1,1,2,0.0,3.0,2022
3,12500,650,2,412,2,1,1,1,2,3.0,4.0,2022
2,14000,100,2,835,2,2,1,1,2,3.0,4.0,2022
2,6000,45,2,482,2,2,1,1,2,2.0,3.0,2022
2,10000,600,2,2015,2,2,1,2,2,2.0,3.0,2022
3,15000,800,2,895,2,2,1,1,2,0.0,4.0,2022
3,8000,1500,1,392,2,2,1,3,2,1.0,1.0,2022
1,10000,30,2,1175,2,0,1,1,2,1.0,5.0,2022
1,8500,55,2,625,2,2,1,1,2,0.0,3.0,2022
2,25000,900,1,1409,2,1,1,2,2,0.0,3.0,2022
2,13000,1000,1,280,2,2,1,1,2,1.0,2.0,2022
1,6000,360,2,631,2,1,1,1,2,1.0,2.0,2022
1,7000,450,2,1276,2,0,1,1,2,1.0,4.0,2022
2,22000,900,2,604,2,1,1,2,2,4.0,5.0,2022
2,40000,1100,2,902,2,0,1,2,2,2.0,4.0,2022
2,22000,700,2,1700,2,0,1,2,2,0.0,2.0,2022
1,4500,400,2,1734,2,2,1,1,2,1.0,2.0,2022
3,15000,950,2,1698,2,2,1,2,2,0.0,3.0,2022
3,130000,3000,2,472,2,1,1,4,0,1.0,5.0,2022
2,23000,950,1,271,2,2,1,2,0,3.0,3.0,2022
3,45000,1100,2,416,2,1,1,3,0,1.0,4.0,2022
1,15000,497,1,1078,2,2,1,1,0,3.0,4.0,2022
3,13000,100,2,2124,2,1,1,2,2,3.0,4.0,2022
2,10000,70,2,1821,2,1,1,2,2,1.0,4.0,2022
2,10000,55,2,540,2,2,1,2,2,2.0,4.0,2022
1,6500,300,2,548,2,2,1,1,2,4.0,5.0,2022
1,7000,400,1,1207,2,2,0,1,2,2.0,4.0,2022
2,7000,500,2,189,2,1,1,2,2,2.0,4.0,2022
4,17401,650,2,1506,2,0,1,2,2,4.0,4.0,2022
1,5500,630,2,2039,2,0,1,1,2,0.0,2.0,2022
1,20000,450,2,453,2,2,2,1,2,1.0,3.0,2022
2,7000,500,2,1175,2,1,1,1,2,1.0,2.0,2022
5,190000,200,1,1731,2,2,0,5,0,2.0,2.0,2022
2,13000,95,2,1818,2,1,1,1,2,1.0,4.0,2022
4,60000,272,1,1271,2,0,0,3,0,0.0,4.0,2022
2,17000,800,1,1695,2,2,1,2,0,2.0,4.0,2022
2,16000,50,2,1407,2,2,1,2,2,2.0,4.0,2022
1,9500,400,2,1176,2,0,1,1,2,2.0,4.0,2022
1,5000,450,2,2095,2,2,1,1,2,0.0,3.0,2022
3,27000,1800,1,824,2,1,1,3,0,2.0,4.0,2022
3,29000,1800,1,1747,2,1,1,3,0,2.0,4.0,2022
3,29000,2000,1,2128,2,1,1,3,0,1.0,4.0,2022
4,37000,2700,1,17,2,1,1,4,0,2.0,3.0,2022
4,36000,2700,1,17,2,1,1,3,0,2.0,3.0,2022
3,35000,1800,1,1934,2,1,0,3,0,4.0,4.0,2022
4,42000,2700,1,1584,2,1,0,4,0,2.0,4.0,2022
3,37000,1800,1,1560,2,1,1,3,0,1.0,4.0,2022
3,30000,1800,1,1934,2,1,1,3,0,2.0,3.0,2022
3,20000,1200,2,631,2,1,1,2,2,2.0,3.0,2022
1,8500,600,1,385,2,1,0,1,2,1.0,4.0,2022
1,11000,350,2,1832,2,0,1,1,2,2.0,5.0,2022
2,14000,100,2,530,2,1,1,2,2,2.0,4.0,2022
3,55000,1800,1,1193,2,2,1,3,0,1.0,3.0,2022
2,25000,900,1,824,2,1,0,2,0,3.0,4.0,2022
3,20500,1150,1,1102,2,2,1,2,0,3.0,4.0,2022
4,28000,1400,1,1695,2,1,1,2,0,2.0,4.0,2022
1,5000,500,2,1166,2,1,1,1,2,0.0,4.0,2022
4,35000,300,1,17,2,1,1,3,0,2.0,4.0,2022
3,30000,1800,1,1747,2,1,1,3,0,2.0,4.0,2022
1,10000,500,1,1369,2,2,1,1,0,3.0,4.0,2022
1,11000,500,2,1689,2,2,1,1,2,0.0,4.0,2022
2,17000,80,2,1246,2,1,1,2,2,1.0,4.0,2022
2,35000,1000,2,914,2,1,0,2,0,2.0,4.0,2022
3,30000,1600,2,719,2,2,1,2,2,6.0,10.0,2022
4,30000,1800,2,535,2,1,1,4,2,6.0,8.0,2022
2,13000,400,1,1695,2,1,1,2,0,0.0,4.0,2022
2,13000,900,2,394,2,1,1,2,2,0.0,3.0,2022
1,11000,480,1,548,2,2,1,1,0,4.0,5.0,2022
1,13000,180,1,1076,2,2,0,1,2,2.0,2.0,2022
2,33000,1000,1,1300,2,2,0,2,0,1.0,3.0,2022
3,25000,1120,2,2176,2,2,1,2,2,2.0,3.0,2022
3,70000,1800,1,1749,2,1,0,3,0,2.0,4.0,2022
3,30000,1200,1,2096,2,1,1,2,2,1.0,3.0,2022
1,9000,550,2,446,2,1,1,1,0,1.0,4.0,2022
2,14500,1400,2,495,2,2,0,1,2,3.0,4.0,2022
3,50000,1600,1,2061,2,1,0,2,0,2.0,4.0,2022
1,20000,650,1,1244,2,1,1,1,0,1.0,4.0,2022
4,15000,120,2,1697,2,0,1,4,2,0.0,2.0,2022
2,7500,450,1,1166,2,2,1,1,2,1.0,3.0,2022
1,13500,520,2,2039,2,0,1,1,2,0.0,4.0,2022
1,14000,850,2,1502,2,1,0,1,2,2.0,4.0,2022
2,18000,850,1,1749,2,1,0,2,0,1.0,4.0,2022
2,14000,585,1,1486,2,1,1,1,2,2.0,4.0,2022
3,65000,1600,1,548,2,0,1,2,0,0.0,4.0,2022
2,22000,950,2,1246,2,2,1,2,2,2.0,5.0,2022
1,4000,120,2,1331,2,2,1,1,2,1.0,2.0,2022
2,10000,500,2,2110,2,1,1,1,2,3.0,3.0,2022
1,7500,200,1,2200,2,2,0,1,0,2.0,4.0,2022
1,17000,550,2,1654,2,1,1,1,2,2.0,4.0,2022
1,18000,650,1,618,2,1,1,1,0,2.0,4.0,2022
4,70000,2800,1,474,2,2,0,4,0,6.0,10.0,2022
1,10000,50,2,1175,2,0,1,1,2,3.0,4.0,2022
2,15000,550,1,512,2,2,1,1,2,4.0,4.0,2022
2,16500,90,2,453,2,1,1,2,2,4.0,5.0,2022
3,100000,2925,2,472,2,1,1,3,0,1.0,4.0,2022
1,7500,150,1,1392,2,0,1,1,2,4.0,4.0,2022
2,6000,450,2,2206,2,2,1,1,2,1.0,3.0,2022
2,18000,750,1,1166,2,2,0,2,2,4.0,4.0,2022
2,18000,975,2,835,2,1,1,1,2,0.0,3.0,2022
3,8000,106,2,342,2,1,1,1,2,0.0,4.0,2022
2,14000,750,2,1258,2,0,1,2,2,4.0,6.0,2022
2,11000,80,2,998,2,1,1,2,2,2.0,4.0,2022
3,25000,96,2,1686,2,2,1,2,2,2.0,5.0,2022
1,9000,500,2,394,2,2,1,1,2,1.0,3.0,2022
3,47000,1550,1,2058,2,1,1,2,0,0.0,3.0,2022
2,20000,1000,2,615,2,1,1,2,2,3.0,3.0,2022
1,6000,400,2,1258,2,2,1,1,2,2.0,4.0,2022
1,5000,450,2,280,2,2,1,1,2,1.0,4.0,2022
2,20000,1000,2,443,2,1,2,1,2,3.0,4.0,2022
1,10000,450,2,1002,2,2,1,1,2,2.0,4.0,2022
3,15000,100,2,394,2,1,1,2,2,3.0,4.0,2022
2,13500,550,1,1103,2,1,1,2,0,2.0,4.0,2022
1,5500,400,2,310,2,1,1,1,2,2.0,3.0,2022
1,14000,60,2,678,2,0,1,1,2,1.0,5.0,2022
4,18000,900,2,1910,2,2,1,2,2,3.0,5.0,2022
1,20000,700,2,1699,2,1,1,1,2,1.0,5.0,2022
2,9300,500,2,1102,2,2,1,1,2,2.0,4.0,2022
3,80000,2000,1,1732,2,0,0,3,0,2.0,4.0,2022
2,7500,400,1,168,2,1,0,1,2,2.0,3.0,2022
3,30000,1500,1,1788,2,2,0,2,0,1.0,4.0,2022
2,13000,70,2,779,2,2,1,1,2,2.0,4.0,2022
2,8500,60,2,794,2,2,1,2,2,2.0,4.0,2022
3,44300,200,1,1502,2,1,0,3,0,1.0,4.0,2022
2,45000,1650,1,1732,2,0,0,2,0,2.0,4.0,2022
2,30000,1150,1,1789,2,2,0,2,0,3.0,3.0,2022
2,40000,1800,1,1749,2,0,0,2,0,0.0,3.0,2022
4,530000,4000,1,102,2,1,1,5,0,3.0,4.0,2022
2,12000,900,2,149,2,2,1,1,2,1.0,2.0,2022
2,13500,700,2,1821,2,2,1,1,2,1.0,2.0,2022
2,30000,900,2,1833,2,2,1,2,2,2.0,4.0,2022
1,9500,400,2,1386,2,1,1,1,2,2.0,2.0,2022
4,200000,2700,1,660,2,2,0,4,0,0.0,3.0,2022
3,30000,2000,2,1687,2,2,1,3,2,0.0,2.0,2022
2,9000,450,2,1822,2,2,1,1,2,1.0,3.0,2022
2,13000,400,1,2200,2,2,0,1,0,2.0,4.0,2022
2,7000,500,2,2111,2,1,1,1,2,1.0,5.0,2022
1,18000,450,1,1299,2,0,1,1,0,1.0,4.0,2022
1,3500,350,2,1331,2,2,1,1,2,1.0,3.0,2022
4,65000,272,1,1271,2,2,1,4,0,1.0,4.0,2022
1,19000,545,2,530,2,0,1,1,2,2.0,3.0,2022
2,23000,84,2,1502,2,1,1,2,2,0.0,4.0,2022
1,12000,600,2,914,2,0,1,1,2,2.0,4.0,2022
2,15000,75,2,394,2,2,1,2,2,3.0,4.0,2022
3,38000,165,1,468,2,1,0,2,2,2.0,4.0,2022
3,50000,1100,1,1824,2,2,0,3,0,1.0,4.0,2022
1,6500,500,2,573,2,2,1,1,2,3.0,3.0,2022
3,35000,150,1,835,2,1,0,3,0,1.0,3.0,2022
2,15000,70,2,2058,2,1,1,2,2,2.0,5.0,2022
3,30000,250,2,1240,2,1,1,2,2,1.0,2.0,2022
2,10000,70,2,998,2,2,1,2,2,1.0,5.0,2022
1,18000,300,1,139,2,1,0,1,0,3.0,4.0,2022
3,30000,1800,1,1193,2,1,0,3,0,1.0,4.0,2022
1,16000,400,1,1078,2,1,1,1,0,3.0,4.0,2022
3,22000,1250,2,361,2,1,1,2,2,2.0,3.0,2022
2,9000,480,2,1692,2,1,1,1,2,1.0,4.0,2022
2,20200,84,1,1502,2,1,0,2,0,2.0,4.0,2022
2,19500,84,1,1504,2,1,0,2,0,2.0,4.0,2022
2,21000,600,1,139,2,1,0,2,0,3.0,4.0,2022
2,20000,600,1,139,2,1,0,2,0,0.0,4.0,2022
2,13000,720,2,656,2,1,1,2,2,2.0,4.0,2022
2,6500,75,1,1331,2,2,1,1,2,1.0,1.0,2022
3,25000,1000,2,567,2,2,1,2,2,1.0,4.0,2022
2,20000,900,1,1193,2,1,0,2,0,2.0,4.0,2022
2,33000,2200,1,835,2,1,2,2,2,1.0,1.0,2022
3,18000,900,1,1245,2,1,1,1,2,0.0,4.0,2022
1,13000,550,1,1530,2,1,1,1,2,3.0,3.0,2022
2,10000,450,2,1466,2,0,1,1,2,4.0,5.0,2022
2,10000,470,2,1570,2,0,1,2,2,2.0,4.0,2022
3,23000,125,2,1002,2,1,1,2,2,3.0,4.0,2022
1,20000,400,1,1078,2,0,1,1,0,3.0,4.0,2022
4,150000,2600,1,2065,2,1,1,4,2,2.0,2.0,2022
3,25000,1500,1,449,2,1,1,3,0,5.0,10.0,2022
2,21000,80,2,534,2,1,1,1,2,3.0,4.0,2022
3,30000,1100,1,541,2,1,1,2,2,3.0,3.0,2022
2,22000,1000,2,2058,2,1,1,2,2,4.0,5.0,2022
2,14000,800,2,1258,2,2,1,2,2,3.0,5.0,2022
2,7000,50,2,533,2,0,1,1,2,2.0,5.0,2022
2,18500,1000,2,1006,2,1,1,2,2,2.0,5.0,2022
1,8500,550,1,395,2,2,0,1,0,2.0,3.0,2022
1,8000,450,1,395,2,2,0,1,0,0.0,4.0,2022
2,10000,670,2,1639,2,0,1,2,2,2.0,4.0,2022
2,15000,700,2,530,2,1,1,1,2,1.0,3.0,2022
3,37000,125,2,2099,2,1,0,2,2,3.0,4.0,2022
3,90000,1872,2,660,2,1,1,3,0,1.0,5.0,2022
2,12000,650,1,395,2,2,1,1,0,2.0,4.0,2022
2,13000,550,1,395,2,2,0,2,0,1.0,4.0,2022
2,22000,84,1,1502,2,1,0,2,0,0.0,4.0,2022
1,4000,90,2,648,2,2,1,2,2,0.0,2.0,2022
2,12000,1000,2,1102,2,2,1,2,2,1.0,4.0,2022
1,9000,65,2,1072,2,2,1,1,2,3.0,4.0,2022
